ssn,avgivere
04847494625,org:312287447 org:310839760 person:18829097873 org:313580083 org:310314757 org:310944564 org:313773310 org:311727761 org:313073920 person:25853549749 person:30928098989 org:310547093 org:313145883 org:310604917 org:313796426 org:314117697 org:312594269 org:311781014 org:312163411 person:16847196541 org:310666645 org:314000951 org:210595392 person:11879498718 org:213754572 org:210018832 org:313063585 org:313552098 org:311191357 person:14836896239 org:310185388 org:314044517 org:310973009 org:310881708 org:312606267 org:310970018 person:13894899411 org:312164094 org:314033795 org:314117042 org:211007702 person:27853448740 person:08846499025 org:310643963 org:313478947 person:08825097547 org:310660353 org:310474177 org:312468018 org:310732427 org:312819775 org:314175859 org:310144290 org:313690601 org:310206857 org:312936291 org:310013196 org:312393832 org:312267268 person:03879997835 org:313974839 org:310540277 org:312779684 person:24875899631 person:20884198756 org:312827751 org:314104439 org:313213935 org:310763446 person:30878598047 org:313917266 org:310338850 org:312996421 org:313490742 org:310851671 org:313173305 org:313408744 org:312570688 org:312798670 org:212965812 org:313122506 org:313737055 org:313568385 org:310366412 org:312613697 org:314103742 org:313937615 org:313705099 org:313796868 org:313164829 org:310010871 org:312822687 org:313780317 org:311813005 org:313166155 org:312237741 org:312167212 org:313092062 org:313815501 person:07826698688 
12893449548,org:310203521 org:314203933 org:312844397 org:211819162 org:314208390 org:313015688 org:311106325 person:20824596507 org:311714848 org:310915793 org:310624888 org:310041696 org:310661449 org:312920085 org:312160803 org:313887103 org:310104353 org:313075966 org:313364402 org:312529203 org:312603306 org:313301486 org:310036153 org:311704672 org:313236757 org:310668397 org:313776905 org:210460802 org:311704737 org:312941058 org:312277557 org:313080226 org:310426792 org:310282316 org:310509361 org:310021261 org:310034983 org:310899461 org:312277689 org:312565307 person:31879497704 org:312558378 org:310308862 org:310579319 org:310047112 org:310041114 org:313660869 org:310979309 org:212192392 org:314186001 org:314120981 org:312269481 org:310709859 org:310917435 org:313544036 org:310556246 org:312696088 org:310399884 org:310324000 org:214041022 org:310752029 org:310262536 org:310048348 org:313720527 org:312216280 org:310946850 person:16909999085 org:213030302 org:312519135 org:312722402 org:313553965 org:314124774 org:312169975 org:311710494 org:314123549 org:313608212 org:311182846 org:312575493 org:310779865 org:312779056 org:313031020 org:311792121 person:23845497567 org:314204336 org:310886815 org:310054410 org:313930432 person:01828998249 org:314278046 org:311718363 org:310462926 org:313155293 org:313717194 org:213930702 org:310523593 org:310622729 org:310597481 org:313413322 org:310465712 org:312523841 
23836399161,org:310144347 org:312533324 org:314172515 org:312172682 org:312465434 org:210628312 org:313319067 org:314248325 org:313857379 org:311180010 org:313469808 org:313253783 org:312764202 org:312200724 org:313962059 org:310457264 org:313459470 org:313073408 org:312982218 org:310829676 org:213671502 org:312756234 person:23836399161 
11925896766,person:16847795844 person:24909998375 person:16813447987 person:07898297211 person:14825997963 person:10838098717 person:18877097362 org:210039422 org:210108602 org:210181342 org:210323392 org:210428992 org:210429352 org:210481362 org:210501312 org:210797122 org:210889612 org:210911162 org:210953752 org:211000562 org:210998462 org:211049472 org:211096802 org:211150602 org:313424510 org:310007218 org:310706612 org:311782142 org:312264498 org:211696842 org:211791012 org:312282917 org:314076745 org:212170542 org:310700487 org:212621862 org:212641782 org:212846422 org:212854972 org:212852902 org:212987182 org:212995282 org:213049682 org:213071262 org:213422472 org:213459902 org:213485652 org:213542052 org:213556282 org:213665162 org:213678132 org:213737872 org:213764802 org:213806432 org:213822322 org:213825712 org:213868802 org:214078252 org:214098512 org:214197952 org:214218712 org:214210762 org:310410845 org:313082636 org:310353787 org:312550792 org:312206579 org:313502074 org:210650652 org:210684182 org:210753702 org:313912361 org:310005711 org:310014192 org:310032379 org:310033596 org:310058408 org:310059056 org:310063312 org:310066176 org:310067938 org:310081558 org:310094854 org:310102105 org:310103500 org:310142085 org:310145203 org:310154075 org:310165301 org:310168025 org:310168653 org:310169072 org:310177059 org:310180262 org:310181463 org:310195731 org:310198668 org:310202886 org:310206601 org:310217182 
29846898458,org:313263614 org:313900134 org:313480615 org:312693054 org:312787571 org:312433192 org:312486946 org:310744719 org:310169617 org:310552216 org:310251216 org:314061640 person:29846898458 
28834797587,org:312759586 person:05907596836 org:312668041 org:313850420 person:09859999619 person:01850097875 org:311000470 org:310520179 org:312952084 org:311785567 org:314117077 person:15885099723 org:310228354 org:314265920 org:312249367 org:310936006 org:314283643 org:313617912 org:311693786 org:311035290 org:213823752 org:312824302 org:312238225 org:313729753 org:311168967 org:213155512 org:213759132 org:310805505 org:313019047 org:212454222 org:313326292 org:210911332 person:17846197850 person:17928496872 person:19887998739 org:214117312 org:310980455 org:212264822 org:314084411 person:05846098927 org:310828092 org:312447290 org:313468240 org:314058496 org:313326020 org:310337684 org:314176324 org:310640522 person:03826495390 org:312597594 org:310310743 org:213033492 person:26888199224 person:16817498616 org:312936194 org:313718735 org:310815047 org:314070127 org:312562391 org:313318567 org:313799506 org:312815702 org:310199257 org:312251302 org:313475131 org:312693216 org:312971909 org:211052732 org:310142522 org:312251671 org:311815849 org:310320749 org:310186635 org:310993808 org:312222434 org:312514834 person:12876097743 org:312230135 org:310399523 org:311696580 person:09847599518 org:312679159 org:311696335 org:210874852 org:313446964 org:311764926 org:310273341 org:310017779 org:313548406 person:19816899896 org:311726714 org:311137166 org:212895512 org:310766186 org:312828197 org:313810356 org:313272400 org:310370665 org:312763877 org:310135550 
02915597141,person:19848298770 person:04917499751 person:04823249301 person:08854998189 person:25889698767 person:28928197885 person:21875996840 person:28909096695 person:20914199396 person:07855898580 person:28879397695 person:22857199522 person:28854399928 person:07819099612 person:17837499933 org:210017682 org:210044582 org:210050442 org:210126422 org:210361162 org:210373462 org:210376402 org:210449582 org:210480552 org:210484752 org:210885412 org:210913262 org:210987452 org:210981772 org:211021632 org:211107022 org:211176792 org:211175192 org:310541451 org:310135585 org:310507733 org:314133714 org:313296636 org:314239415 org:312401533 org:212408182 org:212455482 org:212455792 org:212474592 org:212535362 org:212569682 org:212607142 org:212637912 org:212686522 org:212711322 org:212733172 org:212734772 org:212959332 org:213157302 org:213220322 org:213301942 org:213421212 org:213443402 org:213662082 org:213719122 org:213723642 org:213754742 org:213769952 org:213862472 org:213963872 org:214013312 org:214182122 org:214225832 org:313449963 org:312237717 org:210647732 org:310011932 org:310015628 org:310019860 org:310024473 org:310029319 org:310032352 org:310039616 org:310044393 org:310047082 person:29897674961 org:310057363 org:310067008 org:310080152 org:310081329 org:310081302 org:310111457 org:310150509 org:310155187 org:310168459 org:310171913 org:310174343 org:310182540 org:310186031 org:310193283 org:310193542 org:310199907 org:310201510 org:310204366 org:310211281 
11896798776,org:312653079 org:311127624 org:313765016 org:311123238 org:312625679 org:312533111 org:313418219 org:310712078 person:01917396414 person:23819397821 person:15819298510 org:310841463 org:313338495 person:21888699233 org:312155656 org:312733765 org:313141462 org:314216709 person:01888098735 org:313897060 org:310276707 person:27817596717 org:313052605 org:313480658 org:313856402 person:05830098625 org:314194357 org:310997498 org:313299163 org:313864790 org:313289702 person:06916399276 org:311707078 org:310087572 person:30858897730 org:310888206 org:314246829 org:310818143 org:311086332 org:313058743 org:313830616 org:313915018 org:310593141 org:314287061 person:12866999560 org:313581845 org:313837483 org:310809020 org:210871012 org:310646180 org:213397702 org:314065212 org:310013943 org:310181943 org:313524604 org:310910430 org:310567574 org:310828238 org:314225058 org:313252175 org:310639362 org:310545821 org:310502847 person:03899097776 org:312621495 org:313577147 person:25857498375 org:313382427 org:313273954 org:312943840 org:311054473 org:313158578 person:14893748785 person:26818499751 org:310250783 org:312947404 org:311803433 person:31813648183 org:210945512 org:310600059 org:310779326 org:314267974 person:14864199969 org:313431096 org:313426068 org:313508269 org:313620859 org:313381714 org:314242068 org:312244780 org:310107166 person:30918396698 org:310128767 org:313339998 org:314042913 org:314053796 person:13914499547 org:310528269 org:312267128 person:05897597006 
21816599498,org:310382795 person:28878499699 org:312699877 person:20929998570 person:03867297358 person:22890098790 org:313535339 person:25894798575 org:314107403 org:310586714 org:310759988 org:310229938 org:313957470 org:314069609 org:313733076 org:312606437 org:312858444 person:02826498822 person:26867296432 org:314102835 org:310220914 org:214191032 org:310833428 org:310650773 person:06823047175 org:313126684 org:313612074 person:28848498582 person:25829196630 org:313459330 person:07827598857 org:310857122 org:212612812 org:210807632 org:310865699 person:23905599062 org:312713098 person:04882749318 person:10844399974 person:21846998990 person:16837698395 org:312201364 org:310253936 org:212209082 org:310125482 org:311180673 person:06823448366 org:313849260 person:18858196961 org:310305197 person:29866296845 org:312678004 org:312163179 org:313522946 person:14865799307 org:312484005 org:314103122 org:210746072 org:313651134 org:310560669 org:312447223 org:312650959 org:313885518 org:313737756 org:312503476 person:12836898786 org:310538892 org:210093982 org:313570312 org:310806390 org:314202422 org:312851288 person:05875797354 org:312991411 org:310813192 org:313954617 person:04816397753 org:311737945 org:312282348 person:25849798122 person:12856097844 person:12878299580 org:312851407 person:29908198628 org:311162314 org:310475165 org:311759388 org:310877921 org:313799050 person:11846096940 person:21869097931 person:31836899744 person:29867997936 person:08918496689 org:213662392 org:313365654 org:312483904 person:17887297517 person:22813749975 org:313240428 
21856296781,person:07810198987 org:311039466 org:312882442 person:14905599969 org:312859319 org:310093173 org:310126683 org:312504669 org:312917572 org:311785567 person:22828999447 person:25858899918 org:314137876 org:213537172 person:16846497521 org:310826820 org:213194402 org:310305456 person:23916596790 org:310515418 org:313964108 person:03835799599 org:312707896 org:313622908 person:11895999492 org:310695564 org:312251329 org:311756613 person:29908696792 org:314277244 person:02833449799 org:312593874 org:312952106 person:07922648519 org:314263669 org:313664503 org:314249992 org:311117653 org:313690598 org:313493040 org:312244519 person:02855999733 person:06896794335 person:14864796908 person:08903749149 org:312641690 org:310911690 org:310481084 org:310541389 org:310617806 person:19814795716 person:03855098406 org:312278235 org:311794558 org:310324116 org:311060198 org:310922552 person:24915398185 person:06917497557 org:213693042 org:313493385 person:17844699123 org:314209869 org:310042595 org:313767175 org:311785036 person:14826196131 org:310037796 org:311706691 person:18879097238 org:312890100 org:310171913 org:313525546 org:312819643 person:02903449686 org:310277975 org:313045838 org:210971092 person:07864497866 org:310618020 org:313137783 org:310449512 org:310159271 person:09824799404 org:310229377 person:25869496572 person:30897697226 org:312454424 org:310917915 org:311152483 person:09828798542 org:310612855 org:310706817 org:311715313 org:312727161 org:313581276 org:213697692 org:312283468 person:05918398157 org:312836793 
